edad;clase_trabajo;peso_final;educacion;años_educacion;estado_civil;ocupacion;relacion_familiar;raza;sexo;ganancia_capital;perdida_capital;horas_semana;pais_origen;ingreso
38;autonomo no incorporado;255503;11 grado;7;divorciado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;55;estados unidos;<=50k
50;;121441;11 grado;7;soltero/a;;otro familiar;blanco/a;masculino;0;2444;40;;>50k
42;Municipal;339671;licenciatura;13;Casada;profesional especializado;sin familia conviviente;blanco/a;femenino;8614;0;45;estados unidos;>50k
54;gobierno local;129972;tecnico vocacional;11;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;38;estados unidos;>50k
45;privado;191098;licenciatura;13;casado/a;profesional especializado;esposo;asiatico/isleno pacifico;masculino;0;0;40;china;<=50k
56;privado;117872;tecnico vocacional;11;casado/a;oficios/reparacion;esposo;negro/a;masculino;0;0;40;estados unidos;>50k
57;privado;255109;secundaria completa;9;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;45;estados unidos;<=50k
27;privado;388998;licenciatura;13;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;13550;0;46;estados unidos;>50k
18;privado;34125;10 grado;6;soltero/a;otros servicios;hijo/a propio/a;blanco/a;MUJER;0;0;28;estados unidos;<=50k
37;privado;314963;universitario incompleto;10;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
44;gobierno local;162506;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;35;estados unidos;<=50k
69;gobierno local;122850;10 grado;6;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;20;estados unidos;<=50k
61;privado;149620;universitario incompleto;10;divorciado/a;otros servicios;sin familia conviviente;negro/a;masculino;0;0;40;estados unidos;<=50k
50;privado;158948;7-8 grado;4;casado/a;oficios/reparacion;esposo;blanco/a;masculino;3411;0;40;estados unidos;<=50k
20;;174714;universitario incompleto;10;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;20;estados unidos;<=50k
22;privado;113760;11 grado;7;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;30;estados unidos;<=50k
65;;160654;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;20;estados unidos;<=50k
39;gobierno estatal;77516;licenciatura;13;soltero/a;administrativo;sin familia conviviente;blanco/a;masculino;2174;0;300;estados unidos;<=50k
30;autonomo incorporado;119422;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;70;estados unidos;<=50k
51;privado;82566;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
43;privado;190786;secundaria completa;9;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
56;gobierno local;267763;secundaria completa;9;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
53;privado;182855;10 grado;6;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;48;estados unidos;<=50k
999;privado;192704;12 grado;8;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;4650;0;50;estados unidos;<=50k
25;privado;29599;secundaria completa;9;soltero/a;agricultura/pesca;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
38;;365465;tecnico vocacional;11;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;15;estados unidos;<=50k
34;autonomo incorporado;174215;maestria;14;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;mujer;4787;0;45;francia;>50k
38;privado;95336;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
20;privado;745817;universitario incompleto;10;soltero/a;soporte tecnico;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
22;privado;300871;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
61;Privado;668362;1-4 grado;2;viudo/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
23;Empresa privada;53306;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;30;estados unidos;<=50k
25;privado;267431;licenciatura;13;Soltero;profesional especializado;hijo/a propio/a;negro/a;femenino;0;0;55;estados unidos;<=50k
23;privado;210526;secundaria completa;9;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
26;;120238;  licenciatura  ;13 años;soltero/a;;otro familiar;blanco/a;masculino;0;0;40;;<=50k
26;privado;219815;universitario incompleto;10;casado/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
58;gobierno federal;208640;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
17;privado;394176;10 grado;6;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;20;estados unidos;<=50k
54;;133963;secundaria completa;9;viudo/a;;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
38;privado;191103;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;99;estados unidos;>50k
27;privado;244315;secundaria completa;9;divorciado/a;oficios/reparacion;otro familiar;otro;masculino;0;0;40;estados unidos;<=50k
31;privado;253354;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;Masc.;0;0;50;estados unidos;<=50k
49;autonomo no incorporado;263568;  licenciatura  ;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
26;privado;176146;5-6 grado;3;separado/a;oficios/reparacion;sin familia conviviente;otro;masculino;0;0;35;mexico;<=50k
34;privado;398988;licenciatura;13;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;gobierno local;219906;licenciatura;13;casado/a;Especialista;esposa;blanco/a;femenino;0;0;25;estados unidos;>50k
22;gobierno estatal;157332;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
51;privado;293802;5-6 grado;3;casado/a;limpieza/mantenimiento;esposo;negro/a;masculino;0;0;52;estados unidos;<=50k
999;privado;362589;  licenciatura  ;13;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
34;autonomo no incorporado;111985;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
39;privado;195253;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
51;privado;251487;7-8 grado;4;viudo/a;operador de maquinaria;sin familia conviviente;indigena americano/esquimal;femenino;0;0;-1;estados unidos;<=50k
35;privado;92028;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
36;privado;46706;secundaria completa;9;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
35;privado;388252;tecnico vocacional;11;casado/a;administrativo;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
23;privado;403107;5-6 grado;3;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;40;el salvador;<=50k
24;privado;67222;licenciatura;13;soltero/a;operador de maquinaria;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;45;china;<=50k
17;autonomo no incorporado;174120;12 grado;8;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;15;estados unidos;<=50k
32;privado;175413;secundaria completa;9;soltero/a;administrativo;otro familiar;negro/a;femenino;0;0;40;jamaica;<=50k
41;privado;198196;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
32;privado;216145;universitario incompleto;10;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;4650;0;45;estados unidos;<=50k
25;privado;32276;secundaria completa;9;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;28;estados unidos;<=50k
54;privado;175262;preescolar;1;casado/a;oficios/reparacion;esposo;asiatico/isleno pacifico;masculino;0;0;40;china;<=50k
60;gobierno local;202473;tecnico vocacional;11;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
44;gobierno estatal;175696;licenciatura;13;CASADO;Ejecutivo;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
29;privado;330132;licenciatura;13;soltero/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;60;estados unidos;<=50k
40;privado;107433;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;1977;50;estados unidos;>50k
37;gobierno local;117760;tecnico vocacional;11;Soltera;servicios de proteccion;sin familia conviviente;blanco/a;masc;4650;0;40;estados unidos;<=50k
32;privado;171116;secundaria completa;9;divorciado/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
55;privado;217802;universitario incompleto;10;casado/a;administrativo;esposo;negro/a;masculino;0;0;25;estados unidos;<=50k
24;;138504;secundaria completa;9;separado/a;;no casado/a;negro/a;femenino;0;0;37;estados unidos;<=50k
24;privado;186213;universitario incompleto;10;casado/a;soporte tecnico;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
28;privado;269786;secundaria completa;9;soltero/a;transporte/logistica;no casado/a;blanco/a;masculino;0;0;50;estados unidos;<=50k
34;privado;209449;universitario incompleto;10;casado/a;soporte tecnico;esposo;negro/a;masculino;0;0;40;estados unidos;>50k
46;gobierno federal;308077;escuela profesional;15;separado/a;profesional especializado;no casado/a;blanco/a;femenino;0;0;40;alemania;>50k
30;privado;308812;universitario incompleto;10;soltero/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;60;estados unidos;<=50k
18;privado;329054;11 grado;7;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
30;privado;157778;universitario incompleto;10;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;25;estados unidos;>50k
59;privado;96459;11 grado;7;soltero/a;operador de maquinaria;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
32;privado;191856;maestria;14;casado/a;ventas;esposa;blanco/a;femenino;0;0;45;estados unidos;>50k
40;privado;124915;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
39;gobierno local;203482;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masc;7298;0;40;estados unidos;>50k
65;;111916;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
37;Privado;164526;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;66815;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
25;privado;267426;secundaria completa;9;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
24;privado;96178;licenciatura;13;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
35;;230268;universitario incompleto;10;casado/a;;esposo;blanco/a;HOMBRE;0;0;40;;<=50k
17;privado;208463;secundaria completa;9;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
33;autonomo no incorporado;327902;secundaria completa;9;Conyuge;transporte/logistica;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
25;autonomo incorporado;182750;licenciatura;13;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;45;estados unidos;>50k
39;privado;278403;secundaria completa;9;casado/a;Transporte;esposo;blanco/a;masculino;0;0;65;estados unidos;<=50k
72;privado;205343;11 grado;7;viudo/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
52;privado;176134;  secundaria completa  ;9;casado/a;operador de maquinaria;esposo;negro/a;masculino;0;0;48;estados unidos;<=50k
47;privado;156926;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;45;canada;>50k
34;privado;124569;universitario incompleto;10;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
31;privado;120460;  universitario incompleto  ;10;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
36;privado;227615;5-6 grado;3;Casada;oficios/reparacion;otro familiar;blanco/a;masculino;0;0;32;mexico;<=50k
28;gobierno estatal;73211;universitario incompleto;10;casado/a;administrativo;esposo;asiatico/isleno pacifico;masculino;0;0;300;estados unidos;<=50k
33;privado;323069;tecnico vocacional;11;divorciado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
28;privado;150309;  secundaria completa  ;9;casado/a;operador de maquinaria;esposo;indigena americano/esquimal;masculino;0;0;45;estados unidos;<=50k
46;privado;35969;  licenciatura  ;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;51;estados unidos;<=50k
22;privado;509048;secundaria completa;9;soltero/a;VENTAS;otro familiar;negro/a;femenino;0;0;37;estados unidos;<=50k
90;gobierno local;153602;secundaria completa;9;casado/a;otros servicios;esposo;blanco/a;masculino;6767;0;40;estados unidos;<=50k
23;privado;181820;universitario incompleto;10;soltero/a;operador de maquinaria;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
36;autonomo no incorporado;37778;maestria;14;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;70;estados unidos;<=50k
27;Freelance;153546;licenciatura;13;soltero/a;profesional especializado;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
41;privado;37997;12 grado;8;Div.;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;0;84;estados unidos;>50k
28;privado;76313;universitario incompleto;10;casado/a;oficios/reparacion;esposo;indigena americano/esquimal;masculino;0;0;60;estados unidos;<=50k
20;privado;154781;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
30;;125159;licenciatura;13;soltero/a;;sin familia conviviente;negro/a;masculino;14084;0;45;;>50k
27;gobierno local;247507;licenciatura;13;soltero/a;profesional especializado;hijo/a propio/a;blanco/a;masculino;0;0;35;estados unidos;<=50k
30;privado;347166;secundaria completa;9;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;60;estados unidos;<=50k
50;autonomo incorporado;195322;doctorado;16;separado/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;>50k
29;privado;354558;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
33;privado;155475;secundaria completa;9;casado;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
32;privado;180871;tecnico vocacional;11;divorciado/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;>50k
42;privado;213464;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
39;privado;1455435;tecnico academico;12 años;separado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;privado;49087;  tecnico vocacional  ;11;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
68;privado;32779;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;419;12;estados unidos;<=50k
36;privado;102864;secundaria completa;9;soltero/a;operador de maquinaria;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
59;autonomo incorporado;107287;  10 grado  ;6;viudo/a;ejecutivo/gerente;no casado/a;blanco/a;femenino;0;2559;50;estados unidos;>50k
38;privado;227615;1-4 grado;2;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;mexico;<=50k
36;gobierno local;32587;universitario incompleto;10;casado/a;administrativo;esposo;indigena americano/esquimal;masculino;0;0;40;estados unidos;<=50k
70;autonomo incorporado;232871;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;30;estados unidos;<=50k
28;privado;139903;licenciatura;13;soltero/a;operador de maquinaria;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
32;privado;174789;secundaria completa;9;Soltero;oficios/reparacion;otro familiar;blanco/a;masculino;0;0;50;estados unidos;<=50k
36;privado;99146;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;45;estados unidos;>50k
65;;299494;11 grado;7;casado/a;;esposo;blanco/a;masculino;1797;0;40;estados unidos;<=50k
29;privado;35032;universitario incompleto;10;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
57;privado;49893;maestria;14;casado/a;;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
30;privado;121142;licenciatura;13;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;>50k
73;gobierno local;161027;5-6 grado;3;CASADO;servicios de proteccion;esposo;blanco/a;masculino;0;0;20;estados unidos;<=50k
48;privado;189462;universitario incompleto;10;divorciado/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;2176;0;40;estados unidos;<=50k
42;;344624;  secundaria completa  ;9;casado/a;;esposo;blanco/a;masculino;0;1902;50;;>50k
21;privado;236696;universitario incompleto;10;soltero/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;57;estados unidos;<=50k
19;privado;243941;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;indigena americano/esquimal;femenino;0;1721;25;estados unidos;<=50k
